Module  ExpectedPeak    MeasuredPeak    oldFactor       Ratio           Sigma           Chi2/ndf        
W46     3467.3          3478.33         0.143316        0.996829        54.681          3.48011         
W47     3468            3472.42         0.141885        0.998726        29.2877         1.57587         
W48     3468.56         2429.15         0.0760147       1.42789         12.6562         0.662301        
W49     3468.98         3473.18         0.153685        0.99879         37.5009         0.394656        
W50     3469.26         3462.52         0.158538        1.00195         56.4461         0.75004         
W51     3469.4          3469.97         0.143841        0.999835        68.8541         5.51603         
W52     3469.4          3442.54         0.152896        1.0078          61.5594         0.845686        
W53     3469.26         3470.51         0.143451        0.999639        37.9167         1.55023         
W54     3468.98         3499.09         0.140894        0.991395        52.8755         1.05513         
W55     3468.56         3275.65         0.113379        1.05889         7.66889         1.73737         
W56     3468            3486.82         0.130596        0.994602        63.4854         7.30869         
W57     3467.3          3479.84         0.135179        0.996397        100.208         2.34582         
W58     3466.46         3470.08         0.14917         0.998957        96.122          2.53053         
W59     3465.47         3514.68         0.135229        0.985999        53.1414         2.26756         
W60     3464.35         3523.3          0.128773        0.983269        34.6704         1.7701          
W61     3463.1          3469.24         0.141969        0.99823         41.2117         1.23134         
W62     3461.7          3512.79         0.149194        0.985457        26.4032         0.864149        
W63     3460.17         3499.47         0.146024        0.988767        27.2658         2.37539         
W64     3458.49         3515.77         0.136816        0.983708        40.2957         3.50746         
W65     3456.69         3575.82         0.139723        0.966683        34.5249         0.976372        
W66     3454.74         3529.37         0.14857         0.978856        123.282         0.492274        
W67     3452.66         3444.09         0.159495        1.00249         33.1471         0.610718        
W68     3450.45         3659.34         0.145272        0.942915        26.1908         1.8596          
W69     3452.52         3663.18         0.144895        0.942493        33.9733         2.10232         
W70     3454.74         3514.33         0.153942        0.983042        54.1278         0.983875        
W71             3456.82         3473.7          0.995142        156.751         2.01397         
W72             3458.77         3481.19         0.993559        214.03          0.696777        
W73     3460.58         3456.76         0.129433        1.0011          46.1544         0.71214         
W74             3462.25         3519.3          0.983789        138.525         0.964161        
W75             3463.79         3374.7          1.0264          314.895         1.21194         
W76             3465.19         3473.56         0.99759         64.8127         1.05469         
W77     3466.45         3448.96         0.149579        1.00507         71.2687         0.084472        
W78     3467.57         3396.59         0.137246        1.0209          26.7535         2.34224         
W79     3468.55         3435.15         0.159515        1.00972         59.42           1.84354         
W80     3469.4          3479.51         0.159813        0.997095        60.4701         1.39428         
W81     3470.1          3472.89         0.152106        0.999198        66.8209         4.02526         
W82     3470.66         3467.58         0.150886        1.00089         49.4496         1.63394         
W83     3471.08         3471.32         0.143421        0.999932        19.6724         0.943638        
W84     3471.36         3469.23         0.144289        1.00062         50.058          1.61271         
W85     3471.51         3468.96         0.141192        1.00073         43.2911         3.33793         
W86     3471.51         3459.06         0.150364        1.0036          42.7604         0.592677        
W87     3471.36         3470.78         0.139988        1.00017         65.8253         1.43785         
W88     3471.08         3502.89         0.145776        0.99092         27.3722         2.52247         
W89     3470.66         3472.29         0.129472        0.999532        53.2941         1.06719         
W90     3470.1          3470.68         0.138953        0.999833        52.3196         0.63805         
W91     3469.4          3457.1          0.140403        1.00356         57.6356         1.05272         
W92     3468.55         3460.45         0.133796        1.00234         36.6939         1.13815         
W93     3467.57         3456.08         0.140539        1.00333         60.8074         3.49772         
W94     3466.45         3469.28         0.151761        0.999185        32.9727         3.43614         
W95             3465.19         3464.33         1.00025         100.754         2.069           
W96             3463.79         3475.73         0.996564        128.968         0.96442         
W97             3462.25         3450.16         1.0035          260.204         1.21519         
W98             3460.58         3490.58         0.991405        299.333         0.735299        
W99             3458.77         3496.41         0.989235        243.363         0.917312        
W100            3456.82         3458.31         0.99957         157.317         0.84409         
W101    3454.74         3720            0.149268        0.928693        6.01691         3.80418e-05     
W102    3452.52         123152          0.152761        0.5             199.914         3.88815         
W103    3454.46         3780.88         0.138047        0.913665        36.6995         5.45121         
W104    3456.68         3642.45         0.132235        0.948997        32.4043         0.516807        
W105            3458.77         3463.75         0.998561        80.0832         0.426609        
W106            3460.72         3436.35         1.00709         183.712         0.692958        
W107            3462.53         3463.7          0.999661        82.6526         0.623638        
W108            3464.21         3465.76         0.999554        57.5524         1.48792         
W109    3465.75         3458.64         0.130742        1.00205         56.7619         1.92273         
W110    3467.15         3465.39         0.127879        1.00051         29.9988         1.14294         
W111    3468.41         3458.67         0.132548        1.00282         43.323          0.766956        
W112    3469.53         3393.53         0.133532        1.0224          55.7457         0.953519        
W113    3470.52         3484.31         0.150085        0.996042        18.6417         3.506           
W114    3471.36         3471.28         0.132248        1.00002         64.7838         0.409638        
W115    3472.06         3473.25         0.135905        0.99966         65.2784         8.94386         
W116    3472.63         3501.87         0.132838        0.991651        33.4139         1.79551         
W117    3473.05         3464.26         0.143264        1.00254         36.8658         0.472314        
W118    3473.33         3472.98         0.127643        1.0001          45.2283         2.74863         
W119    3473.47         3481.67         0.141335        0.997647        37.1821         0.266505        
W120    3473.47         3473.6          0.132438        0.999965        64.5679         1.42498         
W121    3473.33         3470.68         0.131457        1.00076         51.5752         0.524           
W122    3473.05         3470.99         0.134269        1.00059         57.9039         0.903327        
W123    3472.63         3471.98         0.137769        1.00019         80.3524         1.11491         
W124    3472.06         3468.63         0.139014        1.00099         47.3853         1.25471         
W125    3471.36         3467.78         0.133407        1.00103         39.6203         1.70679         
W126    3470.52         3474.2          0.136041        0.998941        47.4151         0.497254        
W127    3469.53         3455.26         0.138707        1.00413         44.0511         2.6199          
W128    3468.41         3481.41         0.124356        0.996267        55.3454         0.521351        
W129    3467.15         3464.45         0.145165        1.00078         57.1112         0.929024        
W130    3465.75         3480.95         0.133448        0.995633        85.8157         4.45867         
W131            3464.21         3468.03         0.998897        83.5418         0.783139        
W132            3462.53         3465.97         0.999008        191.054         1.92406         
W133    3460.72         3458.26         0.135697        1.00071         52.811          2.19916         
W134            3458.77         3424.97         1.00987         203.328         1.07345         
W135    3456.68         3554.32         0.145341        0.972529        48.6042         0.347279        
W136    3454.46         3685.72         0.16045         0.937253        6.37331         0.823388        
W137    3456.26         3691.94         0.142092        0.936162        3.57556         1.24462         
W138    3458.48         3889.9          0.139019        0.889094        1.3866          8.91874e-07     
W139            3460.57         3559.85         0.972112        269.79          1.25062         
W140    3462.53         3491.19         0.136729        0.991791        31.2023         0.783803        
W141            3464.34         3464.34         0.999999        120.809         2.54087         
W142    3466.02         3468.88         0.141826        0.999177        49.1819         1.29043         
W143    3467.57         3465.1          0.132297        1.00071         73.9474         4.65419         
W144    3468.97         3480.9          0.128434        0.996574        71.7792         1.92733         
W145    3470.23         3469.86         0.134826        1.00011         26.5798         0.713476        
W146    3471.36         3472.5          0.135236        0.999671        51.5707         1.68866         
W147    3472.34         3452.97         0.139365        1.00561         64.4009         2.97288         
W148    3473.19         3449.01         0.137732        1.00701         69.5244         2.52611         
W149    3473.89         3475.26         0.13432         0.999607        66.4473         1.83986         
W150    3474.46         3482.59         0.142175        0.997666        31.4087         2.10071         
W151    3474.88         3474.08         0.149072        1.00023         73.2283         0.574973        
W152    3475.16         3472.69         0.138835        1.00071         61.8249         1.06361         
W153    3475.3          3475.48         0.146329        0.99995         52.895          2.40878         
W154    3475.3          3470.33         0.141436        1.00143         50.8734         0.956297        
W155    3475.16         3477.68         0.134149        0.999275        78.9235         1.63232         
W156    3474.88         3474.75         0.142749        1.00004         58.4968         1.74841         
W157    3474.46         3476.17         0.143287        0.999508        52.6266         1.26264         
W158    3473.89         3465.61         0.155771        1.00239         102.256         2.3922          
W159    3473.19         3471.7          0.133784        1.00043         54.5274         2.97774         
W160    3472.34         3462.92         0.137432        1.00272         90.0008         1.11796         
W161    3471.36         3466.48         0.144262        1.00141         58.2998         0.594599        
W162    3470.23         3469.59         0.135137        1.00019         67.2388         1.28092         
W163    3468.97         3483.23         0.136548        0.995906        26.7575         0.938688        
W164            3467.57         3291.94         1.05335         165.603         1.15987         
W165    3466.02         3463.39         0.124585        1.00076         63.5019         3.97231         
W166            3464.34         3470.16         0.998324        74.3836         0.414354        
W167            3462.53         3459.17         1.00097         99.4562         0.947837        
W168            3460.57         3485.61         0.992816        292.892         1.62624         
W169    3458.48         3836.66         0.12805         0.90143         152.312         1.91355         
W170    3456.26         3818.82         0.147983        0.905058        5.81924         3.42247e-05     
W171    3457.92         3524.71         0.138009        0.981051        35.8465         0.339234        
W172    3460.15         3508.81         0.13134         0.986133        27.1283         0.984494        
W173            3462.24         3453.29         1.00259         122.372         1.46013         
W174            3464.2          3454.84         1.00271         106.336         1.15687         
W175    3466.02         3468            0.134363        0.999429        39.2603         2.27153         
W176    3467.7          3469.57         0.148561        0.999463        79.1574         0.842106        
W177    3469.25         3473.24         0.138242        0.99885         70.5893         1.63118         
W178    3470.65         3470.81         0.139303        0.999955        58.0926         1.2441          
W179    3471.92         3469.22         0.14199         1.00078         62.4322         0.110196        
W180    3473.04         3472.11         0.139163        1.00027         74.6953         4.17829         
W181    3474.03         3462.73         0.143302        1.00326         58.7777         2.60313         
W182    3474.88         3468.5          0.138129        1.00184         60.5495         0.222025        
W183    3475.58         3467.83         0.14858         1.00224         44.4784         0.579296        
W184    3476.15         3467.71         0.137744        1.00243         35.8108         0.634694        
W185    3476.57         3468.76         0.141731        1.00225         52.6856         0.146166        
W186    3476.85         3461.35         0.126307        1.00448         104.688         1.34752         
W187    3476.99         3489.43         0.152573        0.996437        40.1082         4.16363         
W188    3476.99         3477.78         0.145364        0.999775        55.8076         3.31405         
W189    3476.85         3475.56         0.149458        1.00037         70.0313         1.43117         
W190    3476.57         3477.63         0.133037        0.999696        57.5009         1.61961         
W191    3476.15         3478.79         0.134895        0.999241        57.0358         1.06934         
W192    3475.58         3481.39         0.139445        0.998332        40.5958         1.03455         
W193    3474.88         3476.98         0.133986        0.999395        74.6233         2.08841         
W194    3474.03         3473.44         0.134876        1.00017         45.9314         4.82833         
W195    3473.04         3472.62         0.137107        1.00012         57.326          0.698734        
W196    3471.92         3453.46         0.143976        1.00535         54.3369         0.763207        
W197    3470.65         3399.95         0.129755        1.0208          39.0105         1.31458         
W198    3469.25         2725            0.071942        1.27312         16.5886         0.767411        
W199    3467.7          3444.14         0.137435        1.00684         47.3582         1.09413         
W200            3466.02         3471.83         0.998326        189.249         1.08582         
W201    3464.2          3497.67         0.150508        0.990431        32.5214         4.58189         
W202            3462.24         3480.27         0.994819        109.529         0.918969        
W203    3460.15         3500.53         0.139693        0.988466        41.8032         1.57352         
W204    3457.92         3551.92         0.145256        0.973536        70.2188         0.931356        
W205    3459.45         3653.75         0.155298        0.946823        82.0858         4.35581         
W206    3461.68         3495.69         0.138684        0.99027         40.6822         3.59361         
W207    3463.78         3475.76         0.13633         0.996553        38.7741         2.14739         
W208    3465.74         3494.36         0.136167        0.99181         22.9557         0.285179        
W209    3467.56         3470.72         0.126933        0.999089        68.8058         1.66422         
W210    3469.24         3475.68         0.154765        0.998148        60.2845         2.81303         
W211    3470.79         3564.53         0.141513        0.973703        124.526         3.32562         
W212    3472.2          3472.54         0.148789        0.999902        52.4029         0.77524         
W213    3473.46         3483.09         0.13641         0.997237        30.6594         1.16739         
W214    3474.59         3475.9          0.131989        0.999624        45.6127         1.79929         
W215    3475.58         3472.29         0.157559        1.00095         77.8354         2.20847         
W216    3476.43         3475.46         0.136245        1.00028         88.2052         2.57685         
W217    3477.13         3481.34         0.127261        0.998791        67.067          6.68703         
W218    3477.7          3470.7          0.129358        1.00202         73.459          0.848337        
W219    3478.12         3473.41         0.148321        1.00136         103.37          2.54501         
W220    3478.41         3477.98         0.128188        1.00012         51.4027         1.40376         
W221    3478.55         3477.37         0.137755        1.00034         54.8596         2.63495         
W222    3478.55         3476.44         0.143942        1.0006          49.2695         3.37554         
W223    3478.41         3478.06         0.139999        1.0001          58.3469         2.0276          
W224    3478.12         3478.95         0.136331        0.999762        83.4134         3.45179         
W225    3477.7          3477.43         0.144684        1.00008         79.9164         0.763435        
W226    3477.13         3502.86         0.143916        0.992655        27.8184         1.33084         
W227    3476.43         3470.3          0.148811        1.00176         49.2149         0.182475        
W228    3475.58         3470.51         0.137525        1.00146         44.4364         0.130948        
W229    3474.59         3477.23         0.146797        0.999241        73.6176         1.19156         
W230    3473.46         3461.01         0.149133        1.0036          62.1057         0.160659        
W231    3472.2          3444.95         0.142846        1.00791         56.3594         0.333032        
W232    3470.79         3356.69         0.144672        1.03399         46.2198         0.77202         
W233    3469.24         3431.69         0.153653        1.01094         54.1073         2.32451         
W234    3467.56         3511.26         0.131606        0.987555        34.2721         1.02166         
W235    3465.74         2984            0.0970996       1.16144         9.10734         1.0092          
W236            3463.78         3479.87         0.995376        148.654         1.45081         
W237    3461.68         4608.75         0.131709        0.751111        199.885         7.56849         
W238    3459.45         3776.14         0.184603        0.916135        43.9782         1.83819         
W239    3460.84         3737.38         0.138569        0.926008        60.3391         1.88375         
W240    3463.08         3592.99         0.130191        0.963843        42.7657         2.64059         
W241            3465.17         3462.82         1.00068         130.639         1.17719         
W242    3467.14         3468.06         0.140461        0.999735        48.3723         2.91191         
W243    3468.96         3473.84         0.143629        0.998595        29.2811         0.536848        
W244    3470.65         3470            0.134255        1.00018         54.2148         0.816497        
W245    3472.19         3472.07         0.129452        1.00004         82.4669         1.01498         
W246    3473.6          3472.65         0.139208        1.00028         55.4739         1.35702         
W247    3474.87         3476.18         0.137196        0.999623        69.5471         0.536632        
W248    3476            3474.91         0.151614        1.00031         55.1532         0.921305        
W249    3476.99         3477.04         0.148787        0.999987        66.6151         1.61701         
W250    3477.84         3475.84         0.141444        1.00057         60.2856         2.44585         
W251    3478.54         3490.22         0.144015        0.996655        41.2678         0.0591203       
W252    3479.11         3466.59         0.137692        1.00361         97.9121         0.974774        
W253    3479.53         3480.41         0.143857        0.999748        74.2521         1.75902         
W254    3479.82         3479.9          0.149789        0.999978        56.5466         2.58883         
W255    3479.96         3480            0.148278        0.999987        56.4473         0.430532        
W256    3479.96         3477.59         0.138652        1.00068         60.9431         1.08868         
W257    3479.82         3476.41         0.142759        1.00098         71.1425         4.87976         
W258    3479.53         3479.18         0.152387        1.0001          67.7798         2.40308         
W259    3479.11         3479.77         0.156599        0.999809        61.2916         0.121774        
W260    3478.54         3457.79         0.143454        1.006           87.1696         0.932769        
W261    3477.84         3495.83         0.146802        0.994854        29.844          1.25537         
W262    3476.99         3475.35         0.141215        1.00047         58.6299         0.230555        
W263    3476            3475.04         0.144743        1.00028         73.2342         0.460168        
W264    3474.87         3472.66         0.132256        1.00064         56.7572         1.11746         
W265    3473.6          3472.4          0.146337        1.00035         53.3509         1.24758         
W266    3472.19         3468.6          0.136347        1.00104         44.942          1.89965         
W267    3470.65         3334.01         0.17034         1.04098         60.6598         0.18928         
W268    3468.96         2397.44         0.0857024       1.44694         27.7723         1.23504         
W269    3467.14         3529.71         0.14066         0.982273        29.4918         9.42952         
W270    3465.17         3502.61         0.137573        0.989311        28.0903         1.89192         
W271    3463.08         3450            0.150769        1.00379         41.1084         1.75744         
W272    3460.84         4407.2          0.150471        0.785269        73.4736         1.81616         
W273    3462.1          3799.14         0.158388        0.911283        42.3002         2.27755         
W274    3464.33         3457.15         0.14032         1.00208         60.8115         3.049           
W275    3466.43         3445.31         0.136201        1.00613         61.6786         0.414298        
W276    3468.4          3464.41         0.146402        1.00115         38.9274         1.96465         
W277    3470.22         3465.02         0.138349        1.0015          49.5971         3.01212         
W278    3471.91         3454            0.138216        1.00518         54.0362         2.66188         
W279    3473.46         3472.62         0.143433        1.00024         65.403          0.955887        
W280    3474.87         3473.18         0.141255        1.00049         72.4646         2.56031         
W281    3476.14         3454.46         0.148332        1.00628         79.3496         0.173273        
W282    3477.27         3476.83         0.15045         1.00013         65.2959         0.19019         
W283    3478.26         3475            0.162132        1.00094         61.868          2.66345         
W284    3479.11         3477.85         0.149265        1.00036         63.3606         0.263251        
W285    3479.82         3470.55         0.160168        1.00267         59.861          1.57787         
W286    3480.38         3475.4          0.134203        1.00143         68.8378         0.5319          
W287    3480.81         3481.03         0.130254        0.999937        61.9681         2.78702         
W288    3481.09         3481.02         0.141457        1.00002         67.3191         1.92062         
W289    3481.23         3480.74         0.139714        1.00014         93.0516         2.21293         
W290    3481.23         3479.27         0.143475        1.00056         57.8826         1.56674         
W291    3481.09         3488.55         0.139507        0.997863        50.382          1.10492         
W292    3480.81         3480.93         0.156227        0.999966        82.7374         0.888565        
W293    3480.38         3482.39         0.143695        0.999422        88.4593         2.95589         
W294    3479.82         3478.59         0.15801         1.00035         84.608          2.38937         
W295    3479.11         3478.34         0.146432        1.00022         69.4263         1.1365          
W296    3478.26         3475.79         0.142387        1.00071         58.4867         1.75253         
W297    3477.27         3476.42         0.127876        1.00025         57.4609         1.35821         
W298    3476.14         3475.89         0.140586        1.00007         50.226          2.84984         
W299    3474.87         3473.57         0.134216        1.00037         57.8365         3.07564         
W300    3473.46         3475.26         0.146581        0.999482        47.24           0.875657        
W301    3471.91         3453.58         0.139185        1.00531         53.1077         1.7819          
W302    3470.22         3289.42         0.119219        1.05497         57.9098         2.75698         
W303    3468.4          3483.11         0.140742        0.995775        22.9747         0.921538        
W304    3466.43         3476.09         0.136375        0.997222        31.8106         0.62056         
W305    3464.33         3388.07         0.148622        1.02251         14.2591         0.904129        
W306    3462.1          3474.52         0.148721        0.996424        21.5107         0.699887        
W307    3463.21         3577.34         0.145569        0.968096        46.2812         0.506206        
W308    3465.45         3487.55         0.13952         0.993663        44.8661         1.47            
W309    3467.55         3209.42         0.11573         1.08043         48.2928         0.627557        
W310    3469.52         3478.6          0.1312          0.997389        43.0127         2.47625         
W311    3471.34         3514.06         0.132872        0.987844        82.9018         4.4251          
W312    3473.03         3466.12         0.13673         1.002           96.2401         0.446578        
W313    3474.58         3469.47         0.134615        1.00147         64.8795         0.238959        
W314    3475.99         3476.12         0.145552        0.999965        56.11           2.36932         
W315    3477.27         3475.6          0.145576        1.00048         50.5061         0.777574        
W316    3478.4          3477.98         0.138097        1.00012         75.5012         3.54778         
W317    3479.39         3478.17         0.130534        1.00035         65.7216         0.544541        
W318    3480.24         3478.98         0.134731        1.00036         71.8385         1.07483         
W319    3480.95         3488.68         0.14151         0.997783        60.8202         2.40295         
W320    3481.51         3479.1          0.120657        1.00069         82.72           1.24854         
W321    3481.94         3481.83         0.13276         1.00003         73.7441         2.08075         
W322    3482.22         3482.86         0.132295        0.999818        99.2425         0.452105        
W323    3482.37         3482.07         0.130803        1.00008         74.6482         1.20115         
W324    3482.37         3479.72         0.133013        1.00076         59.966          3.39812         
W325    3482.22         3485.67         0.130993        0.999012        70.0984         0.489369        
W326    3481.94         3481.76         0.139974        1.00005         67.9713         0.499082        
W327    3481.51         3482.56         0.140878        0.999701        70.1621         1.5611          
W328    3480.95         3487.23         0.128805        0.998197        65.0612         0.310194        
W329    3480.24         3480.59         0.136681        0.9999          81.2268         2.30464         
W330    3479.39         3470.87         0.146114        1.00246         70.9077         0.337553        
W331    3478.4          3476.79         0.142169        1.00046         76.9441         2.56111         
W332    3477.27         3472.73         0.13087         1.00131         90.3427         2.03845         
W333    3475.99         3478.97         0.162674        0.999144        74.9378         2.67265         
W334    3474.58         3484.25         0.143203        0.997226        46.5916         1.31959         
W335    3473.03         3472.66         0.134745        1.00011         67.4097         1.95536         
W336    3471.34         3475.12         0.131345        0.998912        43.6052         2.2159          
W337    3469.52         3473.19         0.139267        0.998944        48.1607         2.2631          
W338    3467.55         3479.33         0.151463        0.996614        23.1231         0.230431        
W339    3465.45         3473.43         0.137831        0.997701        51.0712         0.299915        
W340    3463.21         3478            0.142472        0.995749        40.9341         0.896573        
W341    3464.19         3542.14         0.142899        0.977994        19.8649         2.67534         
W342    3466.43         3145.63         0.103356        1.10198         6.83799         0.287934        
W343    3468.53         3551.03         0.142757        0.976766        28.0827         3.18411         
W344    3470.5          3520.54         0.141094        0.985785        27.5808         3.09141         
W345    3472.33         3473.46         0.141506        0.999674        43.5293         2.71094         
W346    3474.02         3472.03         0.14449         1.00057         75.9874         1.16344         
W347    3475.57         3463.01         0.122824        1.00363         73.1835         1.54898         
W348    3476.98         3476.65         0.133924        1.0001          66.0152         1.61126         
W349    3478.25         3479.21         0.131446        0.999726        60.9627         0.510325        
W350    3479.39         3480.12         0.140898        0.999788        71.8865         1.42331         
W351    3480.38         3480.15         0.14363         1.00007         74.0514         0.714431        
W352    3481.23         3480.18         0.136013        1.0003          53.9142         2.03518         
W353    3481.94         3477.95         0.119488        1.00115         70.3345         1.66669         
W354    3482.51         3482.27         0.147543        1.00007         70.9899         0.873035        
W355    3482.93         3479.79         0.136823        1.0009          80.1828         1.78438         
W356    3483.22         3485.26         0.136444        0.999414        67.5779         0.373588        
W357    3483.36         3483.58         0.136562        0.999935        69.7718         1.09719         
W358    3483.36         3483.02         0.143127        1.0001          71.3843         0.379864        
W359    3483.22         3483.28         0.140081        0.99998         69.021          2.78076         
W360    3482.93         3483.06         0.135843        0.999963        69.8008         1.75424         
W361    3482.51         3483.18         0.151892        0.999807        70.0968         1.95593         
W362    3481.94         3484.26         0.133463        0.999332        71.0306         0.99092         
W363    3481.23         3481.18         0.1341          1.00001         67.1188         0.308274        
W364    3480.38         3484.46         0.128542        0.998828        50.2063         0.647705        
W365    3479.39         3475.39         0.141817        1.00115         69.2332         2.43994         
W366    3478.25         3488.6          0.157146        0.997033        94.4174         1.58816         
W367    3476.98         3439.47         0.140513        1.01091         200             0.657796        
W368    3475.57         3480.35         0.140045        0.998628        81.8582         2.70377         
W369    3474.02         3469.73         0.137082        1.00123         50.1434         1.12212         
W370    3472.33         3468.44         0.123596        1.00112         41.937          1.74799         
W371    3470.5          3473.09         0.136444        0.999254        39.4625         0.709138        
W372    3468.53         3464.44         0.132986        1.00118         29.4611         1.31897         
W373    3466.43         3479.65         0.132081        0.996201        28.4375         1.77754         
W374    3464.19         3475.21         0.143676        0.996829        37.9484         2.13845         
W375    3465.03         3587.39         0.142157        0.96589         39.1706         0.682573        
W376    3467.27         3513.78         0.135111        0.986762        50.3767         0.0395942       
W377    3469.37         2523.21         0.0820534       1.37499         71.2173         0.846267        
W378    3471.34         3360.3          0.134405        1.03304         69.4721         0.31337         
W379    3473.17         3473.27         0.139861        0.999972        41.3559         1.57259         
W380    3474.86         3470.78         0.13898         1.00118         49.0135         4.61589         
W381    3476.42         3479.19         0.13275         0.999203        61.3531         0.162325        
W382    3477.83         3477.79         0.138126        1.00001         62.1694         0.460407        
W383    3479.1          3478.4          0.138343        1.0002          83.5129         0.371908        
W384    3480.23         3481.92         0.139117        0.999517        80.7047         3.21237         
W385    3481.23         3481.74         0.136489        0.999852        69.6874         0.487945        
W386    3482.08         3482.15         0.142879        0.99998         63.7461         1.74706         
W387    3482.79         3482.64         0.144241        1.00004         75.6098         5.8008          
W388    3483.36         3487.96         0.129401        0.998679        61.3293         1.61971         
W389    3483.78         3484.05         0.130288        0.999924        66.9391         0.374342        
W390    3484.07         3489.05         0.135986        0.998572        73.3582         3.28168         
W391    3484.21         3483.7          0.136632        1.00015         65.628          3.14194         
W392    3484.21         3484.33         0.132286        0.999964        79.9219         1.40971         
W393    3484.07         3484.05         0.139498        1.00001         82.6214         2.6583          
W394    3483.78         3483.7          0.137172        1.00002         70.9941         2.09839         
W395    3483.36         3483.27         0.134964        1.00002         70.8523         1.53674         
W396    3482.79         3482.85         0.136439        0.999983        73.8057         2.41219         
W397    3482.08         3481.97         0.121705        1.00003         68.6253         0.844334        
W398    3481.23         3481.38         0.109572        0.999957        62.6919         0.391569        
W399    3480.23         3480.3          0.148571        0.99998         70.887          2.04492         
W400    3479.1          3279.55         0.128102        1.06085         77.0781         3.04508         
W401    3477.83         3707.94         0.150759        0.93794         78.3625         2.22985         
W402    3476.42         3505.15         0.12528         0.991801        59.1727         2.49751         
W403    3474.86         3475.05         0.133497        0.999947        62.3549         0.507955        
W404    3473.17         3465.23         0.134141        1.00229         39.6034         0.295759        
W405    3471.34         3474.35         0.144356        0.999134        34.8081         0.382827        
W406    3469.37         3470.01         0.137859        0.999816        28.0091         1.75986         
W407    3467.27         3471.56         0.139646        0.998764        55.9442         1.24442         
W408    3465.03         3468.33         0.147105        0.999048        84.5506         4.59163         
W409    3465.73         3504            0.139767        0.989078        94.9362         1.35537         
W410    3467.97         3441.78         0.131009        1.00761         74.2064         3.47869         
W411    3470.07         3476.16         0.132301        0.99825         33.1335         0.558784        
W412    3472.04         3451.68         0.138825        1.0059          135.718         1.6615          
W413    3473.87         3475.12         0.130141        0.999642        52.9128         1.34493         
W414    3475.57         3470.91         0.135588        1.00134         94.5744         1.17871         
W415    3477.12         3476.3          0.130054        1.00023         72.5571         4.4758          
W416    3478.53         3478.77         0.122792        0.999933        56.0505         1.7072          
